Val_STN_Dice_2D,Val_RN_Dice_2D,Val_Loss,Test_STN_Dice_2D,Test_RN_Dice_2D,Test_Loss,STN_val_mean_dice,STN_val_std_dice,STN_val_mean_hd95,STN_val_std_hd95,STN_val_mean_precision,STN_val_std_precision,STN_val_mean_recall,STN_val_std_recall,STN_val_mean_iou,STN_val_std_iou,RN_val_mean_dice,RN_val_std_dice,RN_val_mean_hd95,RN_val_std_hd95,RN_val_mean_precision,RN_val_std_precision,RN_val_mean_recall,RN_val_std_recall,RN_val_mean_iou,RN_val_std_iou,STN_test_mean_dice,STN_test_std_dice,STN_test_mean_hd95,STN_test_std_hd95,STN_test_mean_precision,STN_test_std_precision,STN_test_mean_recall,STN_test_std_recall,STN_test_mean_iou,STN_test_std_iou,RN_test_mean_dice,RN_test_std_dice,RN_test_mean_hd95,RN_test_std_hd95,RN_test_mean_precision,RN_test_std_precision,RN_test_mean_recall,RN_test_std_recall,RN_test_mean_iou,RN_test_std_iou,Loss_Type,Features,Learning_Rate,Weight_Decay,Dropout,Only_Annotated,CE_Weight,FT_Weight
0.7721,0.7729,0.3229,0.8057,0.8204,0.2837,0.7569,0.0884,1.83,0.88,0.6519,0.1278,0.9406,0.0861,0.6165,0.1070,0.7323,0.1333,1.41,0.68,0.6683,0.2278,0.9093,0.0973,0.5940,0.1559,0.8025,0.0352,1.55,0.38,0.7037,0.0713,0.9423,0.0287,0.6716,0.0502,0.8208,0.0584,1.26,0.54,0.7705,0.0878,0.8856,0.0554,0.7004,0.0887,FocalTversky,"[32, 64, 128, 256]",0.0005,0.0001,0.2,True,0.3,0.7
0.7711,0.7304,0.5759,0.7815,0.8116,0.5487,0.7552,0.0870,1.72,0.78,0.6456,0.1252,0.9459,0.0760,0.6140,0.1047,0.6866,0.1515,1.80,0.63,0.6277,0.2356,0.8759,0.1045,0.5416,0.1638,0.7798,0.0407,1.54,0.49,0.6753,0.0712,0.9321,0.0398,0.6410,0.0554,0.8141,0.0589,1.33,0.61,0.7375,0.0959,0.9173,0.0172,0.6908,0.0856,FocalTversky,"[32, 64, 128, 256]",0.0001,0.01,0.4,True,0.1,0.9
0.7702,0.7331,0.2547,0.7974,0.7461,0.2293,0.7528,0.0903,1.97,1.02,0.6362,0.1240,0.9547,0.0606,0.6115,0.1078,0.6797,0.1850,1.78,0.88,0.5628,0.2229,0.9701,0.0409,0.5430,0.2014,0.7918,0.0438,1.70,0.41,0.6759,0.0723,0.9637,0.0152,0.6576,0.0622,0.7514,0.0703,1.66,0.49,0.6246,0.0971,0.9606,0.0468,0.6070,0.0921,FocalTversky,"[32, 64, 128, 256]",0.0005,0.01,0.4,True,0.5,0.5
0.7698,0.0153,0.5278,0.7971,0.0135,0.5214,0.7711,0.1116,1.39,0.79,0.8207,0.1322,0.7703,0.1744,0.6407,0.1456,0.0141,0.0060,55.44,2.54,0.0071,0.0030,0.9981,0.0032,0.0071,0.0030,0.7921,0.0569,1.42,0.54,0.8614,0.0311,0.7374,0.0882,0.6594,0.0765,0.0147,0.0041,55.23,3.50,0.0074,0.0021,1.0000,0.0000,0.0074,0.0021,UnifiedFocal,"[64, 128, 256, 512]",0.0001,0.01,0.4,True,0.3,0.7
0.7697,0.7161,0.3088,0.7856,0.7262,0.2924,0.7536,0.0917,1.70,0.68,0.6436,0.1282,0.9456,0.0748,0.6126,0.1098,0.6636,0.2105,1.84,1.08,0.5515,0.2477,0.9703,0.0316,0.5322,0.2278,0.7817,0.0403,1.45,0.37,0.6716,0.0664,0.9429,0.0400,0.6435,0.0555,0.7271,0.0507,1.75,0.43,0.5811,0.0623,0.9769,0.0183,0.5737,0.0644,FocalTversky,"[64, 128, 256, 512]",0.0001,0.0001,0.4,True,0.5,0.5
0.7676,0.7570,0.2276,0.7920,0.7917,0.1956,0.7530,0.0821,1.70,0.69,0.6544,0.1285,0.9289,0.0968,0.6104,0.0992,0.7038,0.1735,1.50,0.74,0.6290,0.2387,0.9099,0.0782,0.5688,0.1931,0.7895,0.0353,1.45,0.37,0.6898,0.0620,0.9300,0.0435,0.6537,0.0484,0.7921,0.0664,1.25,0.56,0.7041,0.0821,0.9088,0.0507,0.6607,0.0908,CEDice,"[32, 64, 128, 256]",0.0005,0.01,0.2,True,0.3,0.7
0.7661,0.7461,0.4991,0.7878,0.8205,0.4593,0.7480,0.1081,1.94,1.06,0.6440,0.1547,0.9442,0.0794,0.6084,0.1264,0.7060,0.1650,1.68,0.89,0.6587,0.2477,0.8786,0.0999,0.5681,0.1769,0.7836,0.0383,1.62,0.41,0.6721,0.0627,0.9460,0.0304,0.6459,0.0530,0.8227,0.0664,1.05,0.58,0.7606,0.1045,0.9050,0.0239,0.7042,0.0959,FocalTversky,"[32, 64, 128, 256]",0.0001,0.01,0.2,True,0.1,0.9
0.7656,0.7783,0.1695,0.7924,0.8231,0.1484,0.7481,0.0837,1.79,0.74,0.6292,0.1201,0.9552,0.0630,0.6042,0.0996,0.7234,0.1592,1.43,0.68,0.6190,0.2153,0.9576,0.0425,0.5900,0.1875,0.7918,0.0442,1.52,0.52,0.6830,0.0719,0.9506,0.0298,0.6575,0.0604,0.8232,0.0522,1.02,0.38,0.7391,0.0729,0.9331,0.0325,0.7029,0.0764,CEDice,"[64, 128, 256, 512]",0.0005,0.0001,0.2,True,0.5,0.5
0.7646,0.7572,0.2732,0.7755,0.7875,0.2586,0.7450,0.1024,1.96,1.02,0.6314,0.1404,0.9488,0.0570,0.6034,0.1198,0.7050,0.1856,1.57,0.88,0.6115,0.2471,0.9480,0.0514,0.5745,0.2108,0.7689,0.0501,1.73,0.44,0.6590,0.0713,0.9297,0.0416,0.6274,0.0682,0.7930,0.0745,1.23,0.55,0.6918,0.1022,0.9397,0.0147,0.6631,0.0991,CEDice,"[64, 128, 256, 512]",0.0001,0.0001,0.4,True,0.3,0.7
0.7640,0.7599,0.2186,0.8044,0.8083,0.1731,0.7473,0.0868,1.77,0.71,0.6346,0.1238,0.9447,0.0755,0.6037,0.1030,0.7104,0.1563,1.53,0.74,0.6179,0.2257,0.9334,0.0582,0.5729,0.1821,0.8027,0.0390,1.59,0.54,0.7000,0.0712,0.9493,0.0242,0.6721,0.0542,0.8101,0.0653,1.12,0.54,0.7253,0.0931,0.9261,0.0399,0.6859,0.0930,CEDice,"[32, 64, 128, 256]",0.0005,0.01,0.4,True,0.3,0.7
0.7638,0.7529,0.2224,0.7973,0.7833,0.1845,0.7470,0.0910,1.90,0.91,0.6351,0.1302,0.9467,0.0769,0.6040,0.1076,0.7050,0.1659,1.63,0.86,0.6049,0.2188,0.9415,0.0551,0.5684,0.1875,0.7931,0.0413,1.70,0.41,0.6791,0.0697,0.9607,0.0174,0.6591,0.0582,0.7911,0.0834,1.31,0.47,0.6949,0.1167,0.9341,0.0215,0.6619,0.1093,CEDice,"[32, 64, 128, 256]",0.0005,0.0001,0.2,True,0.3,0.7
0.7626,0.7627,0.2542,0.7867,0.8162,0.2193,0.7440,0.0941,1.86,0.85,0.6254,0.1321,0.9572,0.0620,0.6006,0.1106,0.7118,0.1792,1.43,0.68,0.6249,0.2419,0.9362,0.0545,0.5806,0.2020,0.7863,0.0497,1.70,0.45,0.6736,0.0836,0.9569,0.0254,0.6505,0.0668,0.8163,0.0529,1.23,0.55,0.7270,0.0714,0.9346,0.0366,0.6930,0.0772,FocalTversky,"[64, 128, 256, 512]",0.0005,0.0001,0.4,True,0.5,0.5
0.7601,0.7433,0.2273,0.7863,0.7890,0.1976,0.7425,0.1060,2.07,1.19,0.6368,0.1499,0.9411,0.0796,0.6009,0.1230,0.6945,0.1871,1.63,0.89,0.6061,0.2463,0.9332,0.0569,0.5614,0.2059,0.7818,0.0371,1.73,0.37,0.6834,0.0576,0.9184,0.0359,0.6434,0.0511,0.7887,0.0576,1.26,0.54,0.6875,0.0723,0.9298,0.0496,0.6550,0.0815,CEDice,"[64, 128, 256, 512]",0.0001,0.01,0.4,True,0.5,0.5
0.7596,0.6988,0.5228,0.7757,0.6979,0.5131,0.7392,0.1142,1.96,1.10,0.6224,0.1530,0.9583,0.0496,0.5983,0.1321,0.6463,0.2041,1.76,0.83,0.5338,0.2379,0.9524,0.0356,0.5103,0.2189,0.7710,0.0376,1.67,0.36,0.6533,0.0647,0.9485,0.0352,0.6288,0.0513,0.7048,0.0712,1.74,0.22,0.5525,0.0834,0.9880,0.0037,0.5487,0.0823,FocalTversky,"[32, 64, 128, 256]",0.0001,0.01,0.2,True,0.3,0.7
0.7595,0.7532,0.3096,0.7852,0.7944,0.2693,0.7421,0.1079,1.88,0.96,0.6397,0.1546,0.9378,0.0865,0.6006,0.1251,0.7011,0.1804,1.55,0.77,0.6145,0.2463,0.9309,0.0530,0.5680,0.2043,0.7799,0.0350,1.62,0.42,0.6667,0.0586,0.9456,0.0347,0.6406,0.0484,0.7970,0.0572,1.31,0.40,0.6994,0.0867,0.9376,0.0357,0.6662,0.0773,FocalTversky,"[64, 128, 256, 512]",0.0001,0.0001,0.2,True,0.5,0.5
0.7586,0.7602,0.4995,0.8044,0.8169,0.4623,0.7484,0.1029,1.74,0.99,0.6914,0.1529,0.8737,0.1412,0.6085,0.1288,0.7414,0.0797,1.51,0.40,0.7357,0.1998,0.8288,0.1429,0.5951,0.0949,0.8039,0.0244,1.62,0.41,0.7458,0.0552,0.8774,0.0403,0.6728,0.0341,0.8178,0.0375,1.25,0.43,0.8434,0.0806,0.7982,0.0257,0.6935,0.0520,FocalTversky,"[32, 64, 128, 256]",0.0001,0.0001,0.2,True,0.1,0.9
0.7584,0.7559,0.2609,0.7862,0.7971,0.2378,0.7406,0.0931,1.90,0.91,0.6242,0.1303,0.9492,0.0637,0.5961,0.1088,0.7048,0.1662,1.56,0.61,0.6036,0.2219,0.9476,0.0553,0.5681,0.1867,0.7812,0.0471,1.54,0.49,0.6716,0.0669,0.9395,0.0346,0.6435,0.0651,0.8002,0.0598,1.38,0.54,0.7079,0.0873,0.9288,0.0375,0.6710,0.0818,FocalTversky,"[64, 128, 256, 512]",0.0005,0.01,0.4,True,0.5,0.5
0.7555,0.7146,0.2542,0.7697,0.7133,0.2443,0.7363,0.0953,1.94,0.99,0.6111,0.1287,0.9635,0.0535,0.5911,0.1109,0.6569,0.1932,1.84,0.90,0.5290,0.2231,0.9845,0.0194,0.5194,0.2120,0.7658,0.0550,2.08,0.74,0.6401,0.0818,0.9638,0.0136,0.6238,0.0738,0.7190,0.0671,3.60,1.70,0.5721,0.0816,0.9803,0.0175,0.5656,0.0807,FocalTversky,"[64, 128, 256, 512]",0.0005,0.0001,0.2,True,0.5,0.5
0.7549,0.7002,0.5042,0.7876,0.7353,0.4891,0.7390,0.1088,2.03,1.20,0.6420,0.1556,0.9274,0.0946,0.5970,0.1259,0.6507,0.2111,1.86,1.00,0.5390,0.2414,0.9589,0.0318,0.5166,0.2208,0.7822,0.0385,1.50,0.45,0.6893,0.0513,0.9091,0.0554,0.6440,0.0527,0.7393,0.0552,1.57,0.31,0.5978,0.0668,0.9752,0.0165,0.5894,0.0674,FocalTversky,"[32, 64, 128, 256]",0.0001,0.0001,0.2,True,0.3,0.7
0.7507,0.7260,0.2652,0.7743,0.7537,0.2284,0.7324,0.1060,2.04,1.14,0.6147,0.1405,0.9509,0.0627,0.5880,0.1212,0.6775,0.1887,1.65,0.73,0.5763,0.2306,0.9395,0.0479,0.5408,0.2002,0.7686,0.0462,1.75,0.45,0.6440,0.0703,0.9611,0.0219,0.6266,0.0632,0.7563,0.0585,1.53,0.53,0.6229,0.0796,0.9731,0.0252,0.6118,0.0771,CEDice,"[64, 128, 256, 512]",0.0001,0.0001,0.2,True,0.3,0.7
0.7503,0.7289,0.2232,0.7679,0.7761,0.1752,0.7309,0.1091,2.14,1.14,0.6122,0.1459,0.9547,0.0595,0.5866,0.1245,0.6819,0.1908,1.66,0.75,0.5874,0.2401,0.9347,0.0532,0.5469,0.2052,0.7631,0.0401,1.76,0.39,0.6343,0.0608,0.9643,0.0240,0.6187,0.0540,0.7791,0.0635,1.30,0.47,0.6567,0.0824,0.9650,0.0234,0.6426,0.0849,CEDice,"[64, 128, 256, 512]",0.0001,0.01,0.2,True,0.5,0.5
0.7481,0.7297,0.3361,0.7768,0.7644,0.2968,0.7310,0.1042,2.01,0.92,0.6262,0.1514,0.9326,0.0812,0.5858,0.1193,0.6838,0.1672,1.65,0.76,0.5953,0.2278,0.9197,0.0770,0.5424,0.1808,0.7685,0.0423,1.81,0.40,0.6453,0.0661,0.9570,0.0198,0.6260,0.0578,0.7697,0.0786,1.27,0.52,0.6540,0.1005,0.9469,0.0220,0.6321,0.1010,CEDice,"[32, 64, 128, 256]",0.0001,0.0001,0.2,True,0.3,0.7
0.7475,0.7436,0.2751,0.7753,0.7950,0.2168,0.7314,0.1000,1.90,0.99,0.6299,0.1470,0.9265,0.0932,0.5856,0.1147,0.6973,0.1693,1.75,0.83,0.6318,0.2494,0.8991,0.0829,0.5595,0.1869,0.7702,0.0449,1.65,0.40,0.6532,0.0668,0.9451,0.0326,0.6285,0.0609,0.7984,0.0699,1.23,0.55,0.6959,0.0938,0.9447,0.0253,0.6700,0.0949,CEDice,"[64, 128, 256, 512]",0.0001,0.01,0.2,True,0.3,0.7
0.7471,0.7818,0.2183,0.7635,0.7880,0.2206,0.7285,0.0968,2.06,0.95,0.6021,0.1286,0.9606,0.0545,0.5815,0.1112,0.7367,0.1274,1.50,0.70,0.6579,0.2111,0.9161,0.0649,0.5989,0.1566,0.7616,0.0411,1.68,0.38,0.6386,0.0682,0.9526,0.0321,0.6167,0.0543,0.7927,0.0715,1.40,0.63,0.7386,0.1158,0.8677,0.0383,0.6625,0.1005,CEDice,"[64, 128, 256, 512]",0.0005,0.0001,0.2,True,0.3,0.7
0.7467,0.7362,0.2073,0.7489,0.7479,0.1815,0.7268,0.1076,2.08,1.03,0.6020,0.1403,0.9618,0.0535,0.5812,0.1222,0.6849,0.1875,1.58,0.83,0.5829,0.2430,0.9553,0.0550,0.5503,0.2077,0.7429,0.0510,1.90,0.45,0.6069,0.0770,0.9692,0.0181,0.5937,0.0673,0.7505,0.0569,1.48,0.49,0.6182,0.0789,0.9673,0.0423,0.6041,0.0753,CEDice,"[64, 128, 256, 512]",0.0001,0.0001,0.4,True,0.5,0.5
0.7459,0.7080,0.2692,0.7564,0.7309,0.2575,0.7253,0.1073,2.16,0.98,0.5946,0.1348,0.9698,0.0411,0.5793,0.1219,0.6513,0.1893,1.85,0.75,0.5220,0.2165,0.9826,0.0238,0.5114,0.2039,0.7533,0.0577,2.07,0.64,0.6201,0.0884,0.9743,0.0179,0.6078,0.0767,0.7342,0.0567,1.85,0.25,0.5935,0.0746,0.9735,0.0306,0.5832,0.0720,FocalTversky,"[32, 64, 128, 256]",0.0005,0.0001,0.4,True,0.5,0.5
0.7450,0.7605,0.2162,0.7688,0.8049,0.1821,0.7254,0.1007,1.97,0.86,0.5959,0.1302,0.9659,0.0489,0.5781,0.1147,0.7083,0.1645,1.43,0.67,0.6107,0.2238,0.9403,0.0504,0.5722,0.1879,0.7635,0.0438,1.73,0.36,0.6317,0.0716,0.9747,0.0198,0.6195,0.0596,0.8070,0.0613,1.23,0.49,0.7135,0.0876,0.9358,0.0210,0.6808,0.0868,CEDice,"[64, 128, 256, 512]",0.0005,0.0001,0.4,True,0.3,0.7
0.7442,0.7491,0.3872,0.7480,0.7312,0.3857,0.7264,0.1023,1.97,0.86,0.6090,0.1391,0.9469,0.0702,0.5797,0.1162,0.7021,0.1561,1.76,1.00,0.6317,0.2308,0.8957,0.0877,0.5615,0.1715,0.7454,0.0398,1.78,0.28,0.6208,0.0664,0.9423,0.0330,0.5958,0.0514,0.7516,0.1184,2.15,1.73,0.6608,0.1748,0.9199,0.0409,0.6161,0.1487,CEDice,"[32, 64, 128, 256]",0.0001,0.0001,0.4,True,0.1,0.9
0.7435,0.7404,0.1751,0.7717,0.7736,0.1666,0.7240,0.0971,2.09,0.87,0.5922,0.1256,0.9678,0.0477,0.5758,0.1109,0.6863,0.1889,1.77,1.03,0.5770,0.2373,0.9644,0.0397,0.5527,0.2117,0.7678,0.0384,1.73,0.36,0.6419,0.0690,0.9656,0.0270,0.6248,0.0520,0.7745,0.0516,1.68,0.56,0.6652,0.0723,0.9320,0.0145,0.6351,0.0714,CEDice,"[32, 64, 128, 256]",0.0005,0.01,0.4,True,0.5,0.5
0.7425,0.7296,0.2443,0.7624,0.7658,0.2297,0.7219,0.1078,2.16,0.98,0.5915,0.1365,0.9677,0.0414,0.5751,0.1221,0.6766,0.2043,1.81,1.11,0.5796,0.2542,0.9442,0.0398,0.5456,0.2236,0.7608,0.0340,1.75,0.25,0.6339,0.0614,0.9607,0.0324,0.6152,0.0444,0.7668,0.0501,1.43,0.46,0.6479,0.0700,0.9460,0.0265,0.6245,0.0671,CEDice,"[64, 128, 256, 512]",0.0001,0.0001,0.2,True,0.5,0.5
0.7417,0.7237,0.5547,0.7475,0.7451,0.5456,0.7215,0.1142,2.18,1.02,0.5977,0.1498,0.9607,0.0510,0.5758,0.1291,0.6711,0.2063,1.80,0.91,0.5644,0.2475,0.9567,0.0304,0.5399,0.2259,0.7422,0.0503,1.81,0.40,0.6042,0.0726,0.9716,0.0209,0.5927,0.0657,0.7496,0.0697,1.41,0.46,0.6196,0.0949,0.9634,0.0292,0.6046,0.0914,FocalTversky,"[32, 64, 128, 256]",0.0001,0.01,0.4,True,0.3,0.7
0.7412,0.7402,0.1763,0.7596,0.7575,0.1593,0.7217,0.0991,2.06,0.91,0.5889,0.1243,0.9676,0.0459,0.5732,0.1122,0.6855,0.1904,1.73,0.88,0.5691,0.2264,0.9733,0.0343,0.5514,0.2077,0.7538,0.0529,1.81,0.40,0.6219,0.0748,0.9656,0.0228,0.6079,0.0710,0.7601,0.0612,1.63,0.54,0.6331,0.0805,0.9599,0.0323,0.6170,0.0808,CEDice,"[32, 64, 128, 256]",0.0005,0.01,0.2,True,0.5,0.5
0.7398,0.7115,0.1894,0.7745,0.7602,0.1578,0.7194,0.1021,2.22,1.08,0.5851,0.1281,0.9714,0.0393,0.5710,0.1156,0.6577,0.1946,1.83,0.88,0.5382,0.2307,0.9728,0.0369,0.5203,0.2099,0.7707,0.0505,1.77,0.44,0.6407,0.0768,0.9767,0.0122,0.6297,0.0685,0.7629,0.0534,1.47,0.36,0.6332,0.0725,0.9679,0.0227,0.6197,0.0699,CEDice,"[32, 64, 128, 256]",0.0005,0.0001,0.2,True,0.5,0.5
0.7320,0.7074,0.1736,0.7534,0.7243,0.1638,0.7115,0.1018,2.14,0.95,0.5730,0.1243,0.9747,0.0362,0.5612,0.1139,0.6482,0.1966,1.94,0.89,0.5158,0.2156,0.9872,0.0098,0.5097,0.2097,0.7503,0.0549,1.80,0.43,0.6129,0.0801,0.9794,0.0146,0.6035,0.0717,0.7304,0.0750,1.53,0.53,0.5892,0.0926,0.9736,0.0243,0.5808,0.0939,CEDice,"[32, 64, 128, 256]",0.0005,0.0001,0.4,True,0.5,0.5
0.7313,0.7177,0.1845,0.7557,0.7453,0.1624,0.7106,0.1057,2.17,0.94,0.5726,0.1281,0.9746,0.0354,0.5607,0.1178,0.6630,0.1877,1.83,0.89,0.5421,0.2233,0.9723,0.0364,0.5242,0.2028,0.7510,0.0458,1.81,0.40,0.6149,0.0741,0.9763,0.0225,0.6036,0.0610,0.7465,0.0504,1.90,0.18,0.6099,0.0642,0.9696,0.0328,0.5981,0.0642,CEDice,"[64, 128, 256, 512]",0.0005,0.01,0.2,True,0.5,0.5
0.7302,0.7270,0.3268,0.7588,0.7350,0.2963,0.7140,0.1026,1.86,0.85,0.6012,0.1441,0.9361,0.0907,0.5643,0.1143,0.6753,0.1877,1.72,0.78,0.5632,0.2261,0.9564,0.0413,0.5385,0.2035,0.7547,0.0454,1.66,0.41,0.6282,0.0656,0.9529,0.0381,0.6082,0.0600,0.7370,0.0544,1.85,0.17,0.6015,0.0665,0.9581,0.0300,0.5864,0.0672,FocalTversky,"[64, 128, 256, 512]",0.0001,0.01,0.2,True,0.5,0.5
0.7294,0.7136,0.1806,0.7539,0.7503,0.1571,0.7081,0.1122,2.30,1.17,0.5700,0.1358,0.9774,0.0336,0.5589,0.1250,0.6599,0.1887,1.91,0.93,0.5400,0.2218,0.9677,0.0356,0.5207,0.2014,0.7486,0.0566,1.85,0.43,0.6114,0.0857,0.9790,0.0171,0.6016,0.0754,0.7537,0.0533,1.77,0.23,0.6207,0.0728,0.9682,0.0201,0.6077,0.0690,CEDice,"[64, 128, 256, 512]",0.0005,0.01,0.4,True,0.5,0.5
0.7266,0.6600,0.4603,0.7485,0.6377,0.4584,0.7080,0.1065,2.03,0.93,0.5762,0.1306,0.9598,0.0490,0.5576,0.1173,0.6085,0.2026,2.13,0.85,0.4723,0.2105,0.9889,0.0133,0.4669,0.2045,0.7447,0.0475,1.71,0.39,0.6164,0.0681,0.9488,0.0293,0.5956,0.0619,0.6424,0.0598,2.05,0.05,0.4808,0.0682,0.9823,0.0138,0.4761,0.0657,CEDice,"[32, 64, 128, 256]",0.0001,0.01,0.4,True,0.3,0.7
0.7238,0.7181,0.3123,0.7370,0.7123,0.2989,0.7018,0.1120,2.35,1.14,0.5623,0.1360,0.9773,0.0295,0.5514,0.1249,0.6634,0.1954,1.83,0.88,0.5486,0.2301,0.9582,0.0274,0.5271,0.2115,0.7314,0.0562,1.88,0.45,0.5868,0.0738,0.9797,0.0126,0.5798,0.0728,0.7155,0.0649,1.78,0.45,0.5705,0.0804,0.9708,0.0203,0.5611,0.0803,FocalTversky,"[64, 128, 256, 512]",0.0001,0.01,0.4,True,0.5,0.5
0.7178,0.7376,0.3315,0.7293,0.7456,0.3138,0.6963,0.1149,2.34,1.14,0.5581,0.1411,0.9745,0.0363,0.5453,0.1272,0.6862,0.2016,1.73,0.98,0.5887,0.2496,0.9475,0.0400,0.5560,0.2208,0.7261,0.0619,1.97,0.34,0.5796,0.0831,0.9854,0.0111,0.5738,0.0786,0.7497,0.0556,1.75,0.43,0.6205,0.0753,0.9565,0.0265,0.6027,0.0697,CEDice,"[32, 64, 128, 256]",0.0001,0.0001,0.4,True,0.3,0.7
0.7066,0.6797,0.5155,0.7010,0.6924,0.5165,0.6853,0.1227,2.43,1.21,0.5429,0.1406,0.9795,0.0274,0.5335,0.1317,0.6261,0.1912,1.92,0.67,0.4911,0.2053,0.9836,0.0170,0.4831,0.1972,0.6964,0.0510,2.00,0.34,0.5473,0.0712,0.9707,0.0194,0.5367,0.0621,0.6987,0.0559,1.75,0.37,0.5446,0.0676,0.9849,0.0123,0.5397,0.0648,CEDice,"[32, 64, 128, 256]",0.0001,0.01,0.2,True,0.3,0.7
0.7028,0.6725,0.4303,0.7029,0.6590,0.4268,0.6814,0.1192,2.36,1.03,0.5382,0.1410,0.9809,0.0311,0.5284,0.1296,0.6201,0.1960,2.02,0.72,0.4833,0.2051,0.9878,0.0127,0.4775,0.1993,0.6985,0.0560,1.99,0.30,0.5463,0.0686,0.9787,0.0255,0.5396,0.0680,0.6639,0.0623,2.02,0.03,0.5032,0.0704,0.9894,0.0109,0.5002,0.0690,CEDice,"[32, 64, 128, 256]",0.0001,0.0001,0.2,True,0.5,0.5
0.7015,0.6917,0.4453,0.7193,0.7132,0.4267,0.6817,0.1114,2.45,1.32,0.5392,0.1313,0.9739,0.0396,0.5271,0.1193,0.6450,0.1996,1.79,0.74,0.5323,0.2359,0.9597,0.0522,0.5066,0.2085,0.7139,0.0514,2.12,0.44,0.5686,0.0695,0.9696,0.0195,0.5577,0.0642,0.7176,0.0494,1.78,0.38,0.5708,0.0634,0.9744,0.0147,0.5619,0.0599,FocalTversky,"[32, 64, 128, 256]",0.0001,0.0001,0.2,True,0.5,0.5
0.7002,0.6539,0.3225,0.6886,0.6315,0.3257,0.6787,0.1180,2.40,1.23,0.5335,0.1342,0.9797,0.0259,0.5249,0.1260,0.6006,0.2057,2.11,0.79,0.4649,0.2123,0.9825,0.0149,0.4596,0.2083,0.6823,0.0591,2.09,0.37,0.5282,0.0670,0.9717,0.0359,0.5210,0.0707,0.6415,0.0777,2.88,1.82,0.4811,0.0825,0.9793,0.0225,0.4770,0.0828,CEDice,"[32, 64, 128, 256]",0.0001,0.01,0.4,True,0.5,0.5
0.6982,0.6832,0.4425,0.6976,0.6900,0.4350,0.6775,0.1185,2.37,1.18,0.5345,0.1374,0.9769,0.0366,0.5236,0.1261,0.6293,0.1968,1.90,0.70,0.4999,0.2147,0.9736,0.0266,0.4881,0.2030,0.6939,0.0611,2.16,0.39,0.5408,0.0774,0.9815,0.0124,0.5348,0.0741,0.6976,0.0642,1.77,0.39,0.5468,0.0799,0.9795,0.0183,0.5393,0.0741,FocalTversky,"[32, 64, 128, 256]",0.0001,0.01,0.2,True,0.5,0.5
0.6959,0.6668,0.6073,0.7157,0.6663,0.5975,0.6759,0.1103,2.69,1.56,0.5333,0.1332,0.9737,0.0435,0.5203,0.1184,0.6140,0.2086,1.87,0.75,0.4862,0.2246,0.9713,0.0166,0.4753,0.2157,0.7140,0.0581,1.96,0.33,0.5618,0.0742,0.9912,0.0078,0.5584,0.0709,0.6730,0.0647,1.97,0.10,0.5150,0.0732,0.9839,0.0148,0.5107,0.0724,FocalTversky,"[32, 64, 128, 256]",0.0001,0.0001,0.4,True,0.3,0.7
0.6772,0.6749,0.4753,0.6805,0.6736,0.4697,0.6565,0.1155,2.36,1.04,0.5076,0.1306,0.9806,0.0320,0.4990,0.1207,0.6233,0.1937,2.05,0.70,0.4868,0.2021,0.9849,0.0125,0.4803,0.1962,0.6753,0.0491,1.97,0.25,0.5154,0.0589,0.9877,0.0107,0.5119,0.0579,0.6802,0.0713,1.82,0.34,0.5236,0.0842,0.9880,0.0064,0.5198,0.0814,CEDice,"[32, 64, 128, 256]",0.0001,0.01,0.2,True,0.5,0.5
0.6713,0.6611,0.4899,0.6807,0.6528,0.4854,0.6508,0.1147,2.68,1.29,0.4997,0.1263,0.9825,0.0260,0.4925,0.1186,0.6124,0.2088,2.05,0.96,0.4829,0.2177,0.9724,0.0160,0.4728,0.2101,0.6749,0.0574,2.09,0.37,0.5149,0.0705,0.9919,0.0057,0.5123,0.0681,0.6560,0.0551,2.02,0.03,0.4971,0.0570,0.9709,0.0212,0.4905,0.0589,FocalTversky,"[32, 64, 128, 256]",0.0001,0.01,0.4,True,0.5,0.5
0.6645,0.6741,0.5004,0.6640,0.6786,0.4954,0.6431,0.1023,2.46,0.91,0.4845,0.1099,0.9934,0.0114,0.4820,0.1068,0.6228,0.2122,2.12,1.08,0.4928,0.2270,0.9867,0.0137,0.4859,0.2200,0.6600,0.0595,2.20,0.38,0.4969,0.0700,0.9962,0.0046,0.4956,0.0685,0.6842,0.0577,1.91,0.19,0.5260,0.0656,0.9897,0.0096,0.5228,0.0639,FocalTversky,"[32, 64, 128, 256]",0.0001,0.0001,0.4,True,0.5,0.5
0.6464,0.6495,0.4692,0.6438,0.6625,0.4662,0.6263,0.1146,2.58,1.11,0.4707,0.1195,0.9856,0.0221,0.4654,0.1140,0.5991,0.1988,2.11,0.82,0.4609,0.2011,0.9846,0.0128,0.4554,0.1962,0.6388,0.0578,2.40,0.32,0.4738,0.0674,0.9943,0.0078,0.4720,0.0648,0.6663,0.0590,1.92,0.12,0.5072,0.0622,0.9783,0.0237,0.5025,0.0648,CEDice,"[32, 64, 128, 256]",0.0001,0.0001,0.4,True,0.5,0.5
